"","hmm","V2","V3"
"3%","-96","TL4","Glades"
"10%","-35","TL4","Glades"
"20%","-18","TL4","Glades"
"30%","-7","TL4","Glades"
"3%1","-63","TL2","Glades"
"10%1","-35","TL2","Glades"
"20%1","-22","TL2","Glades"
"30%1","-14","TL2","Glades"
"3%2","-62","SH6","Glades"
"10%2","-36","SH6","Glades"
"20%2","-24","SH6","Glades"
"30%2","-17","SH6","Glades"
"3%3","-37","NB8","Glades"
"10%3","-16","NB8","Glades"
"20%3","-4","NB8","Glades"
"30%3","4","NB8","Glades"
"3%4","-32","NB3","Glades"
"10%4","-18","NB3","Glades"
"20%4","-8","NB3","Glades"
"30%4","-1","NB3","Glades"
"3%5","-135","NB1","Glades"
"10%5","-113","NB1","Glades"
"20%5","-86","NB1","Glades"
"30%5","-64","NB1","Glades"
"3%6","-31","GS3","Glades"
"10%6","-16","GS3","Glades"
"20%6","-6","GS3","Glades"
"30%6","1","GS3","Glades"
"3%7","-43","GR8","Glades"
"10%7","-23","GR8","Glades"
"20%7","-12","GR8","Glades"
"30%7","-5","GR8","Glades"
"3%8","-69","GR3","Glades"
"10%8","-38","GR3","Glades"
"20%8","-21","GR3","Glades"
"30%8","-12","GR3","Glades"
"3%9","-53","GR1","Glades"
"10%9","-27","GR1","Glades"
"20%9","-15","GR1","Glades"
"30%9","-7","GR1","Glades"
"3%10","-82","NB8","CONSERVATION AREA 1"
"10%10","-67","NB8","CONSERVATION AREA 1"
"20%10","-50","NB8","CONSERVATION AREA 1"
"30%10","-25.5","NB8","CONSERVATION AREA 1"
"3%11","-80","NB1","CONSERVATION AREA 1"
"10%11","-61","NB1","CONSERVATION AREA 1"
"20%11","-37","NB1","CONSERVATION AREA 1"
"30%11","15","NB1","CONSERVATION AREA 1"
"3%12","-54","GR8","CONSERVATION AREA 1"
"10%12","-33","GR8","CONSERVATION AREA 1"
"20%12","-24","GR8","CONSERVATION AREA 1"
"30%12","-18","GR8","CONSERVATION AREA 1"
"3%13","-130","TL2","CONSERVATION AREA 3B"
"10%13","-75","TL2","CONSERVATION AREA 3B"
"20%13","-54","TL2","CONSERVATION AREA 3B"
"30%13","-42","TL2","CONSERVATION AREA 3B"
"3%14","-173","NB9","CONSERVATION AREA 3B"
"10%14","-72","NB9","CONSERVATION AREA 3B"
"20%14","-47","NB9","CONSERVATION AREA 3B"
"30%14","-34","NB9","CONSERVATION AREA 3B"
"3%15","-128","NB8","CONSERVATION AREA 3B"
"10%15","-74","NB8","CONSERVATION AREA 3B"
"20%15","-50","NB8","CONSERVATION AREA 3B"
"30%15","-36","NB8","CONSERVATION AREA 3B"
"3%16","-172","NB1","CONSERVATION AREA 3B"
"10%16","-92","NB1","CONSERVATION AREA 3B"
"20%16","-53","NB1","CONSERVATION AREA 3B"
"30%16","-37","NB1","CONSERVATION AREA 3B"
"3%17","-70","GR8","CONSERVATION AREA 3B"
"10%17","-49","GR8","CONSERVATION AREA 3B"
"20%17","-36","GR8","CONSERVATION AREA 3B"
"30%17","-27","GR8","CONSERVATION AREA 3B"
"3%18","-70","TL2","CONSERVATION AREA 2B"
"10%18","-49","TL2","CONSERVATION AREA 2B"
"20%18","-37","TL2","CONSERVATION AREA 2B"
"30%18","-28","TL2","CONSERVATION AREA 2B"
"3%19","-115.31","NB9","CONSERVATION AREA 2B"
"10%19","-77.7","NB9","CONSERVATION AREA 2B"
"20%19","-58","NB9","CONSERVATION AREA 2B"
"30%19","-49","NB9","CONSERVATION AREA 2B"
"3%20","-136","NB8","CONSERVATION AREA 2B"
"10%20","-105","NB8","CONSERVATION AREA 2B"
"20%20","-87","NB8","CONSERVATION AREA 2B"
"30%20","-77","NB8","CONSERVATION AREA 2B"
"3%21","-100","NB1","CONSERVATION AREA 2B"
"10%21","-72","NB1","CONSERVATION AREA 2B"
"20%21","-49","NB1","CONSERVATION AREA 2B"
"30%21","-29","NB1","CONSERVATION AREA 2B"
"3%22","-74","GR8","CONSERVATION AREA 2B"
"10%22","-52","GR8","CONSERVATION AREA 2B"
"20%22","-38","GR8","CONSERVATION AREA 2B"
"30%22","-29","GR8","CONSERVATION AREA 2B"
"3%23","-55","TL2","CONSERVATION AREA 2A"
"10%23","-42","TL2","CONSERVATION AREA 2A"
"20%23","-32","TL2","CONSERVATION AREA 2A"
"30%23","-25","TL2","CONSERVATION AREA 2A"
"3%24","-108","NB9","CONSERVATION AREA 2A"
"10%24","-86","NB9","CONSERVATION AREA 2A"
"20%24","-71","NB9","CONSERVATION AREA 2A"
"30%24","-52","NB9","CONSERVATION AREA 2A"
"3%25","-82","NB8","CONSERVATION AREA 2A"
"10%25","-63","NB8","CONSERVATION AREA 2A"
"20%25","-48","NB8","CONSERVATION AREA 2A"
"30%25","-35","NB8","CONSERVATION AREA 2A"
"3%26","-87","NB1","CONSERVATION AREA 2A"
"10%26","-65","NB1","CONSERVATION AREA 2A"
"20%26","-49","NB1","CONSERVATION AREA 2A"
"30%26","-39","NB1","CONSERVATION AREA 2A"
"3%27","-62","GR8","CONSERVATION AREA 2A"
"10%27","-46","GR8","CONSERVATION AREA 2A"
"20%27","-35","GR8","CONSERVATION AREA 2A"
"30%27","-28","GR8","CONSERVATION AREA 2A"
"3%28","-40","TL4","CONSERVATION AREA 3A"
"10%28","-18","TL4","CONSERVATION AREA 3A"
"20%28","-5","TL4","CONSERVATION AREA 3A"
"30%28","4","TL4","CONSERVATION AREA 3A"
"3%29","-54","TL2","CONSERVATION AREA 3A"
"10%29","-35","TL2","CONSERVATION AREA 3A"
"20%29","-22","TL2","CONSERVATION AREA 3A"
"30%29","-13","TL2","CONSERVATION AREA 3A"
"3%30","-59","SH6","CONSERVATION AREA 3A"
"10%30","-37","SH6","CONSERVATION AREA 3A"
"20%30","-19","SH6","CONSERVATION AREA 3A"
"30%30","-7","SH6","CONSERVATION AREA 3A"
"3%31","-99","NB9","CONSERVATION AREA 3A"
"10%31","-64","NB9","CONSERVATION AREA 3A"
"20%31","-38","NB9","CONSERVATION AREA 3A"
"30%31","-22","NB9","CONSERVATION AREA 3A"
"3%32","-101","NB8","CONSERVATION AREA 3A"
"10%32","-62","NB8","CONSERVATION AREA 3A"
"20%32","-38","NB8","CONSERVATION AREA 3A"
"30%32","-22","NB8","CONSERVATION AREA 3A"
"3%33","-111","NB1","CONSERVATION AREA 3A"
"10%33","-58","NB1","CONSERVATION AREA 3A"
"20%33","-33","NB1","CONSERVATION AREA 3A"
"30%33","-19","NB1","CONSERVATION AREA 3A"
"3%34","-52","GR8","CONSERVATION AREA 3A"
"10%34","-32","GR8","CONSERVATION AREA 3A"
"20%34","-19","GR8","CONSERVATION AREA 3A"
"30%34","-10","GR8","CONSERVATION AREA 3A"
"3%35","-89","GR1","CONSERVATION AREA 3A"
"10%35","-50","GR1","CONSERVATION AREA 3A"
"20%35","-34","GR1","CONSERVATION AREA 3A"
"30%35","-23","GR1","CONSERVATION AREA 3A"
"3%36","-47","TL2","Coastal Prairie"
"10%36","-33","TL2","Coastal Prairie"
"20%36","-23","TL2","Coastal Prairie"
"30%36","-15","TL2","Coastal Prairie"
"3%37","-60.87","SH6","Coastal Prairie"
"10%37","-26","SH6","Coastal Prairie"
"20%37","-2","SH6","Coastal Prairie"
"30%37","10","SH6","Coastal Prairie"
"3%38","-47","NB8","Coastal Prairie"
"10%38","-32","NB8","Coastal Prairie"
"20%38","-20","NB8","Coastal Prairie"
"30%38","-12","NB8","Coastal Prairie"
"3%39","-43","GS3","Coastal Prairie"
"10%39","-27","GS3","Coastal Prairie"
"20%39","-16","GS3","Coastal Prairie"
"30%39","-7","GS3","Coastal Prairie"
"3%40","-52","GR8","Coastal Prairie"
"10%40","-40","GR8","Coastal Prairie"
"20%40","-31","GR8","Coastal Prairie"
"30%40","-23","GR8","Coastal Prairie"
"3%41","-39.87","GR3","Coastal Prairie"
"10%41","-14","GR3","Coastal Prairie"
"20%41","-3","GR3","Coastal Prairie"
"30%41","4.29999999999995","GR3","Coastal Prairie"
"3%42","-117","TL4","Deep Lake"
"10%42","-78","TL4","Deep Lake"
"20%42","-46","TL4","Deep Lake"
"30%42","-30","TL4","Deep Lake"
"3%43","-108","TL2","Deep Lake"
"10%43","-64","TL2","Deep Lake"
"20%43","-36","TL2","Deep Lake"
"30%43","-20","TL2","Deep Lake"
"3%44","-124","SH6","Deep Lake"
"10%44","-86","SH6","Deep Lake"
"20%44","-55","SH6","Deep Lake"
"30%44","-39","SH6","Deep Lake"
"3%45","-127","NB9","Deep Lake"
"10%45","-87","NB9","Deep Lake"
"20%45","-57","NB9","Deep Lake"
"30%45","-42","NB9","Deep Lake"
"3%46","-121.31","NB8","Deep Lake"
"10%46","-88.7","NB8","Deep Lake"
"20%46","-62","NB8","Deep Lake"
"30%46","-40.1","NB8","Deep Lake"
"3%47","-137.15","NB3","Deep Lake"
"10%47","-94","NB3","Deep Lake"
"20%47","-71","NB3","Deep Lake"
"30%47","-50","NB3","Deep Lake"
"3%48","-136","NB1","Deep Lake"
"10%48","-90.4","NB1","Deep Lake"
"20%48","-58","NB1","Deep Lake"
"30%48","-39.1","NB1","Deep Lake"
"3%49","-117","GR8","Deep Lake"
"10%49","-78","GR8","Deep Lake"
"20%49","-48","GR8","Deep Lake"
"30%49","-32","GR8","Deep Lake"
"3%50","-117","GR3","Deep Lake"
"10%50","-78","GR3","Deep Lake"
"20%50","-46","GR3","Deep Lake"
"30%50","-31","GR3","Deep Lake"
"3%51","-111","GR1","Deep Lake"
"10%51","-71","GR1","Deep Lake"
"20%51","-39","GR1","Deep Lake"
"30%51","-23","GR1","Deep Lake"
"3%52","-114","TL4","East"
"10%52","-88","TL4","East"
"20%52","-67","TL4","East"
"30%52","-55","TL4","East"
"3%53","-69","TL2","East"
"10%53","-36","TL2","East"
"20%53","-19","TL2","East"
"30%53","-8","TL2","East"
"3%54","-77.15","SH6","East"
"10%54","-53","SH6","East"
"20%54","-30","SH6","East"
"30%54","-10","SH6","East"
"3%55","-84","NB9","East"
"10%55","-51","NB9","East"
"20%55","-33","NB9","East"
"30%55","-24","NB9","East"
"3%56","-112","NB8","East"
"10%56","-82","NB8","East"
"20%56","-56.4","NB8","East"
"30%56","-43","NB8","East"
"3%57","-114","NB3","East"
"10%57","-85","NB3","East"
"20%57","-60","NB3","East"
"30%57","-47","NB3","East"
"3%58","-131","NB1","East"
"10%58","-98","NB1","East"
"20%58","-76","NB1","East"
"30%58","-58","NB1","East"
"3%59","-58","GR8","East"
"10%59","-29","GR8","East"
"20%59","-13","GR8","East"
"30%59","-2","GR8","East"
"3%60","-104","GR3","East"
"10%60","-72","GR3","East"
"20%60","-46","GR3","East"
"30%60","-28","GR3","East"
"3%61","-99","TL4","IPP"
"10%61","-63","TL4","IPP"
"20%61","-40","TL4","IPP"
"30%61","-27","TL4","IPP"
"3%62","-107","TL2","IPP"
"10%62","-72","TL2","IPP"
"20%62","-50","TL2","IPP"
"30%62","-37","TL2","IPP"
"3%63","-116","SH6","IPP"
"10%63","-84","SH6","IPP"
"20%63","-61","SH6","IPP"
"30%63","-46","SH6","IPP"
"3%64","-107","NB9","IPP"
"10%64","-71","NB9","IPP"
"20%64","-50","NB9","IPP"
"30%64","-37","NB9","IPP"
"3%65","-106","NB8","IPP"
"10%65","-69","NB8","IPP"
"20%65","-44","NB8","IPP"
"30%65","-29","NB8","IPP"
"3%66","-88","NB3","IPP"
"10%66","-54","NB3","IPP"
"20%66","-34","NB3","IPP"
"30%66","-25","NB3","IPP"
"3%67","-97","NB1","IPP"
"10%67","-61","NB1","IPP"
"20%67","-37","NB1","IPP"
"30%67","-20","NB1","IPP"
"3%68","-105","GR8","IPP"
"10%68","-66","GR8","IPP"
"20%68","-44","GR8","IPP"
"30%68","-30","GR8","IPP"
"3%69","-114","GR3","IPP"
"10%69","-80","GR3","IPP"
"20%69","-54","GR3","IPP"
"30%69","-39.3000000000029","GR3","IPP"
"3%70","-90","GR1","IPP"
"10%70","-54","GR1","IPP"
"20%70","-31","GR1","IPP"
"30%70","-18","GR1","IPP"
"3%71","-70","TL4","Jetport"
"10%71","-43","TL4","Jetport"
"20%71","-23","TL4","Jetport"
"30%71","-12","TL4","Jetport"
"3%72","-75","TL2","Jetport"
"10%72","-50","TL2","Jetport"
"20%72","-33","TL2","Jetport"
"30%72","-22","TL2","Jetport"
"3%73","-77","SH6","Jetport"
"10%73","-50","SH6","Jetport"
"20%73","-33","SH6","Jetport"
"30%73","-22","SH6","Jetport"
"3%74","-87","NB9","Jetport"
"10%74","-58","NB9","Jetport"
"20%74","-43","NB9","Jetport"
"30%74","-31","NB9","Jetport"
"3%75","-79","NB8","Jetport"
"10%75","-50","NB8","Jetport"
"20%75","-34","NB8","Jetport"
"30%75","-19","NB8","Jetport"
"3%76","-115","NB1","Jetport"
"10%76","-93","NB1","Jetport"
"20%76","-76","NB1","Jetport"
"30%76","-53","NB1","Jetport"
"3%77","-76","GR8","Jetport"
"10%77","-48","GR8","Jetport"
"20%77","-26","GR8","Jetport"
"30%77","-14","GR8","Jetport"
"3%78","-89","GR1","Jetport"
"10%78","-55","GR1","Jetport"
"20%78","-31","GR1","Jetport"
"30%78","-18","GR1","Jetport"
"3%79","-125","TL4","North 75"
"10%79","-90","TL4","North 75"
"20%79","-66","TL4","North 75"
"30%79","-50","TL4","North 75"
"3%80","-138","TL2","North 75"
"10%80","-103","TL2","North 75"
"20%80","-79","TL2","North 75"
"30%80","-61","TL2","North 75"
"3%81","-135","SH6","North 75"
"10%81","-100","SH6","North 75"
"20%81","-77","SH6","North 75"
"30%81","-62","SH6","North 75"
"3%82","-153","NB9","North 75"
"10%82","-122","NB9","North 75"
"20%82","-98","NB9","North 75"
"30%82","-49","NB9","North 75"
"3%83","-176","NB8","North 75"
"10%83","-136","NB8","North 75"
"20%83","-114","NB8","North 75"
"30%83","-101","NB8","North 75"
"3%84","-157.03","NB3","North 75"
"10%84","-127","NB3","North 75"
"20%84","-106","NB3","North 75"
"30%84","-90","NB3","North 75"
"3%85","-434","NB1","North 75"
"10%85","-166","NB1","North 75"
"20%85","-113","NB1","North 75"
"30%85","-86","NB1","North 75"
"3%86","-119","GR8","North 75"
"10%86","-85","GR8","North 75"
"20%86","-64","GR8","North 75"
"30%86","-49","GR8","North 75"
"3%87","-116","GR3","North 75"
"10%87","-84","GR3","North 75"
"20%87","-60","GR3","North 75"
"30%87","-46","GR3","North 75"
"3%88","-113","GR1","North 75"
"10%88","-68","GR1","North 75"
"20%88","-43","GR1","North 75"
"30%88","-28","GR1","North 75"
"3%89","-58.87","TL4","Pinelands"
"10%89","-31","TL4","Pinelands"
"20%89","-15","TL4","Pinelands"
"30%89","-6","TL4","Pinelands"
"3%90","-125","TL2","Pinelands"
"10%90","-83","TL2","Pinelands"
"20%90","-57","TL2","Pinelands"
"30%90","-40","TL2","Pinelands"
"3%91","-135","SH6","Pinelands"
"10%91","-101","SH6","Pinelands"
"20%91","-76","SH6","Pinelands"
"30%91","-60","SH6","Pinelands"
"3%92","-66","NB8","Pinelands"
"10%92","-38","NB8","Pinelands"
"20%92","-10.6","NB8","Pinelands"
"30%92","2","NB8","Pinelands"
"3%93","-122","NB3","Pinelands"
"10%93","-84","NB3","Pinelands"
"20%93","-62","NB3","Pinelands"
"30%93","-48","NB3","Pinelands"
"3%94","-103","NB1","Pinelands"
"10%94","-78","NB1","Pinelands"
"20%94","-59","NB1","Pinelands"
"30%94","-46.5","NB1","Pinelands"
"3%95","-59","GR8","Pinelands"
"10%95","-35","GR8","Pinelands"
"20%95","-19","GR8","Pinelands"
"30%95","-9","GR8","Pinelands"
"3%96","-85","GR3","Pinelands"
"10%96","-54","GR3","Pinelands"
"20%96","-35","GR3","Pinelands"
"30%96","-23","GR3","Pinelands"
"3%97","-59","GR1","Pinelands"
"10%97","-34","GR1","Pinelands"
"20%97","-19","GR1","Pinelands"
"30%97","-9","GR1","Pinelands"
"3%98","-73","TL4","Raccoon Point"
"10%98","-52","TL4","Raccoon Point"
"20%98","-30","TL4","Raccoon Point"
"30%98","-17","TL4","Raccoon Point"
"3%99","-89","TL2","Raccoon Point"
"10%99","-65","TL2","Raccoon Point"
"20%99","-44","TL2","Raccoon Point"
"30%99","-32","TL2","Raccoon Point"
"3%100","-83","SH6","Raccoon Point"
"10%100","-60","SH6","Raccoon Point"
"20%100","-36","SH6","Raccoon Point"
"30%100","-23","SH6","Raccoon Point"
"3%101","-78","NB1","Raccoon Point"
"10%101","-57","NB1","Raccoon Point"
"20%101","-34","NB1","Raccoon Point"
"30%101","-21","NB1","Raccoon Point"
"3%102","-82","GR8","Raccoon Point"
"10%102","-59","GR8","Raccoon Point"
"20%102","-36","GR8","Raccoon Point"
"30%102","-22","GR8","Raccoon Point"
"3%103","-65","GR3","Raccoon Point"
"10%103","-48","GR3","Raccoon Point"
"20%103","-28","GR3","Raccoon Point"
"30%103","-16","GR3","Raccoon Point"
"3%104","-74","GR1","Raccoon Point"
"10%104","-52","GR1","Raccoon Point"
"20%104","-28","GR1","Raccoon Point"
"30%104","-14","GR1","Raccoon Point"
"3%105","-94","TL4","South 41"
"10%105","-51","TL4","South 41"
"20%105","-26","TL4","South 41"
"30%105","-15","TL4","South 41"
"3%106","-93","TL2","South 41"
"10%106","-53","TL2","South 41"
"20%106","-32","TL2","South 41"
"30%106","-21","TL2","South 41"
"3%107","-97","SH6","South 41"
"10%107","-58","SH6","South 41"
"20%107","-35","SH6","South 41"
"30%107","-25","SH6","South 41"
"3%108","-49","NB8","South 41"
"10%108","-13","NB8","South 41"
"20%108","11","NB8","South 41"
"30%108","22","NB8","South 41"
"3%109","-11","NB3","South 41"
"10%109","0","NB3","South 41"
"20%109","7","NB3","South 41"
"30%109","13","NB3","South 41"
"3%110","-139","NB1","South 41"
"10%110","-112","NB1","South 41"
"20%110","-44","NB1","South 41"
"30%110","-20","NB1","South 41"
"3%111","-48","GS3","South 41"
"10%111","-13","GS3","South 41"
"20%111","9","GS3","South 41"
"30%111","21","GS3","South 41"
"3%112","-54","GR8","South 41"
"10%112","-23","GR8","South 41"
"20%112","-8","GR8","South 41"
"30%112","0","GR8","South 41"
"3%113","-94","GR3","South 41"
"10%113","-55","GR3","South 41"
"20%113","-30","GR3","South 41"
"30%113","-19","GR3","South 41"
"3%114","-88","GR1","South 41"
"10%114","-47","GR1","South 41"
"20%114","-24","GR1","South 41"
"30%114","-14","GR1","South 41"
